table with row headers in column A,,,,,,,,,,,,,,,,,,,,,,
"Part III.  Population of Counties, Earliest Census to 1990",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
POPULATION OF COUNTIES -- ALABAMA: 1800-1990,,,,,,,,,,,,,,,,,,,,,,
County,1990,1980,1970,1960,1950,1940,1930,1920,1910,1900,1890,1880,1870,1860,1850,1840,1830,1820,1810,1800,Notes,
Dade ,"7,449","7,383","6,850","7,577","9,324","11,248","11,764","14,173","15,613","18,125","17,526","12,557","8,683","7,072","4,246",---,---,---,---,"*Barry, Polk",,
Dallas ,"12,646","12,096","10,054","9,314","10,392","11,523","10,541","12,033","13,181","13,903","12,647","9,263","8,383","5,892","3,648",---,---,---,---,*Polk,,
Daviess ,"7,865","8,905","8,420","9,502","11,180","13,398","14,424","16,641","17,605","21,325","20,456","19,145","14,410","9,606","5,298","2,736",---,---,---,*Ray,,
DeKalb ,"9,967","8,222","7,305","7,226","8,047","9,751","10,270","11,694","12,531","14,418","14,539","13,334","9,858","5,224","2,075",---,---,---,---,*Clinton,,
Dent ,"13,702","14,517","11,457","10,445","10,936","11,763","10,974","12,318","13,245","12,986","12,149","10,646","6,357","5,654",---,---,---,---,---,"*Crawford, Shannon, Texas",,
Dodge,---,---,---,---,---,---,---,---,---,---,---,---,---,---,375,---,---,---,---,*Linn; to Putnam,,
Douglas ,"11,876","11,594","9,268","9,653","12,638","15,600","13,959","15,436","16,664","16,802","14,111","7,753","3,915","2,414",---,---,---,---,---,*Ozark,,
Dunklin ,"33,112","36,324","33,742","39,139","45,329","44,957","35,799","32,773","30,328","21,706","15,085","9,604","5,982","5,026","1,229",---,---,---,---,"*Stoddard, New Madrid",,
Franklin ,"80,603","71,233","55,116","44,566","36,046","33,868","30,519","28,427","29,830","30,581","28,056","26,534","30,098","18,085","11,021","7,515","3,484","2,379",---,See note 3,,
Gasconade ,"14,006","13,181","11,878","12,195","12,342","12,414","12,172","12,381","12,847","12,298","11,706","11,153","10,093","8,727","4,996","5,330","1,545",---,---,*Franklin,,
Gentry ,"6,848","7,887","8,060","8,793","11,036","13,359","14,348","15,634","16,820","20,554","19,018","17,176","11,607","11,980","4,248",---,---,---,---,*Clinton,,
Greene ,"207,949","185,302","152,929","126,276","104,823","90,541","82,929","68,698","63,831","52,713","48,616","28,801","21,549","13,186","12,785","5,372",---,---,---,*Wayne,,
Grundy ,"10,536","11,959","11,819","12,220","13,220","15,716","16,135","17,554","16,744","17,832","17,876","15,185","10,567","7,887","3,006",---,---,---,---,*Livingston,,
Harrison ,"8,469","9,890","10,257","11,603","14,107","16,525","17,233","19,719","20,466","24,398","21,033","20,304","14,635","10,626","2,447",---,---,---,---,,,
Henry ,"20,044","19,672","18,451","19,226","20,043","22,313","22,931","25,116","27,242","28,054","28,235","23,906","17,401","9,866","4,052","4,726",---,---,---,"*Lafayette, Crawford; 1840: Rives",,
Hickory ,"7,335","6,367","4,481","4,516","5,387","6,506","6,430","7,033","8,741","9,985","9,453","7,387","6,452","4,705","2,329",---,---,---,---,"*Benton, Polk",,
Holt ,"6,034","6,882","6,654","7,885","9,833","12,476","12,720","14,084","14,539","17,083","15,469","15,509","11,652","6,550","3,957",---,---,---,---,*Buchanan,,
Howard ,"9,631","10,008","10,561","10,859","11,857","13,026","13,490","13,997","15,653","18,337","17,371","18,428","17,233","15,946","13,969","13,108","10,854","13,426",---,,,
Howell ,"31,447","28,807","23,521","22,027","22,725","22,270","19,672","21,102","21,065","21,834","18,618","8,814","4,218","3,169",---,---,---,---,---,*Oregon,,
Iron ,"10,726","11,084","9,529","8,041","9,458","10,440","9,642","9,458","8,563","8,716","9,119","8,183","6,278","5,842",---,---,---,---,---,See note 4,,
Jackson ,"633,232","629,266","654,558","622,732","541,035","477,828","470,454","367,846","283,522","195,193","160,510","82,325","55,041","22,913","14,000","7,612","2,823",---,---,*Cooper,,
Jasper ,"90,465","86,958","79,852","78,863","79,106","78,705","73,810","75,941","89,673","84,018","50,500","32,019","14,928","6,883","4,223",---,---,---,---,*Newton,,
Jefferson ,"171,380","146,183","105,248","66,377","38,007","32,023","27,563","26,555","27,878","25,712","22,484","18,736","15,380","10,344","6,928","4,296","2,592","1,835",---,"*St. Louis, Ste. Genevieve",,
Johnson ,"42,514","39,059","34,172","28,981","20,716","21,617","22,413","24,899","26,297","27,843","28,132","28,172","24,648","14,644","7,464","4,471",---,---,---,*Lafayette,,
Knox ,"4,482","5,508","5,692","6,558","7,617","8,878","9,658","10,783","12,403","13,479","13,501","13,047","10,974","8,727","2,894",---,---,---,---,"*Lewis, Shelby, Macon",,
Laclede ,"27,158","24,323","19,944","18,991","19,010","18,718","16,320","16,857","17,363","16,523","14,701","11,524","9,380","5,182","2,498",---,---,---,---,*Pulaski,,
Lafayette ,"31,107","29,925","26,626","25,274","25,272","27,856","29,259","30,006","30,154","31,679","30,184","25,710","22,623","20,098","13,690","6,815","2,912",---,---,*Cooper,,
Lawrence ,"30,236","28,973","24,585","23,260","23,420","24,637","23,774","24,211","26,583","31,662","26,228","17,583","13,067","8,846","4,859",---,---,---,---,*Barry,,
Lewis ,"10,233","10,901","10,993","10,984","10,733","11,490","12,093","13,465","15,514","16,724","15,935","15,925","15,114","12,286","6,578","6,040",---,---,---,*Marion,,
Lincoln ,"28,892","22,193","18,041","14,783","13,478","14,395","13,929","15,956","17,033","18,352","18,346","17,426","15,960","14,210","9,421","7,449","4,059","1,662",---,*St. Charles,,
Linn ,"13,885","15,495","15,125","16,815","18,865","21,416","23,339","24,778","25,253","25,503","24,121","20,016","15,900","9,112","4,058","2,245",---,---,---,*Chariton,,
Livingston ,"14,592","15,739","15,368","15,771","16,532","18,000","18,615","18,857","19,453","22,302","20,668","20,196","16,730","7,417","4,247","4,325",---,---,---,*Ray,,
McDonald ,"16,938","14,917","12,357","11,798","14,144","15,749","13,936","14,690","13,539","13,574","11,283","7,816","5,226","4,038","2,236",---,---,---,---,*Newton,,
Macon ,"15,345","16,313","15,432","16,473","18,332","21,396","23,070","27,518","30,868","33,018","30,575","26,222","23,230","14,346","6,565","6,034",---,---,---,"*Randolph, Chariton",,
Madison ,"11,127","10,725","8,641","9,366","10,380","9,656","9,418","10,721","11,273","9,975","9,268","8,876","5,849","5,664","6,003","3,395","2,371","2,047",---,"*Cape Girardeau, Ste. Genevieve",,
Maries ,"7,976","7,551","6,851","7,282","7,423","8,638","8,368","9,500","10,088","9,616","8,600","7,304","5,916","4,901",---,---,---,---,---,"*Osage, Pulaski, Crawford",,
Marion ,"27,682","28,638","28,121","29,522","29,765","31,576","33,493","30,226","30,572","26,331","26,233","24,837","23,780","18,838","12,230","9,623","4,837",---,---,*Pike,,
Mercer ,"3,723","4,685","4,910","5,750","7,235","8,766","9,350","11,281","12,335","14,706","14,581","14,673","11,557","9,300","2,691",---,---,---,---,*Livingston; Linn,,
Miller ,"20,700","18,532","15,026","13,800","13,734","14,798","16,728","15,567","16,717","15,187","14,162","9,805","6,616","6,812","3,834","2,282",---,---,---,"*Crawford, Cole",,
Mississippi ,"14,442","15,726","16,647","20,695","22,551","23,149","15,762","12,860","14,557","11,837","10,134","9,270","4,982","4,859","3,123",---,---,---,---,*Scott,,
Moniteau ,"12,298","12,068","10,742","10,500","10,840","11,775","12,173","13,532","14,375","15,931","15,630","14,346","11,375","10,124","6,004",---,---,---,---,"*Cole, Morgan",,
Monroe ,"9,104","9,716","9,542","10,688","11,314","13,195","13,466","16,414","18,304","19,716","20,790","19,071","17,149","14,785","10,541","9,505",---,---,---,*Ralls,,
Montgomery ,"11,355","11,537","11,000","11,097","11,555","12,442","13,011","15,233","15,604","16,571","16,850","16,249","10,405","9,718","5,489","4,371","3,902","3,074",---,*St. Charles,,
Morgan ,"15,574","13,807","10,068","9,476","10,207","11,140","10,968","12,015","12,863","12,175","12,311","10,132","8,434","8,202","4,650","4,407",---,---,---,*Cooper,,
New Madrid ,"20,928","22,945","23,420","31,350","39,444","39,787","30,262","25,180","19,488","11,280","9,317","7,694","6,357","5,654","5,541","4,554","2,350","2,296","2,103",,,
Newton ,"44,445","40,555","32,901","30,093","28,240","29,039","26,959","24,886","27,136","27,001","22,108","18,947","12,821","9,319","4,268","3,790",---,---,---,"*Wayne, Crawford",,
Nodaway ,"21,709","21,996","22,467","22,215","24,033","25,556","26,371","27,744","28,833","32,938","30,914","29,544","14,751","5,252","2,118",---,---,---,---,*Buchanan; Clinton,,
Oregon ,"9,470","10,238","9,180","9,845","11,978","13,390","12,220","12,889","14,681","13,906","10,467","5,791","3,287","3,009","1,432",---,---,---,---,*Ripley; Taney,,
Osage ,"12,018","12,014","10,994","10,867","11,301","12,375","12,462","13,559","14,283","14,096","13,080","11,824","10,793","7,879","6,704",---,---,---,---,*Gasconade,,
Ozark ,"8,598","7,961","6,226","6,744","8,856","10,766","9,537","11,125","11,926","12,145","9,795","5,618","3,363","2,447","2,294",---,---,---,---,"*Taney, Ripley",,
Pemiscot ,"21,921","24,987","26,373","38,095","45,624","46,857","37,284","26,634","19,559","12,115","5,975","4,299","2,059","2,962",---,---,---,---,---,*New Madrid,,
Perry ,"16,648","16,784","14,393","14,642","14,890","15,358","13,707","14,434","14,898","15,134","13,237","11,895","9,877","9,128","7,215","5,760","3,349",---,---,*Ste. Genevieve,,
Pettis ,"35,437","36,378","34,137","35,120","31,577","33,336","34,664","35,813","33,913","32,438","31,151","27,271","18,706","9,392","5,150","2,930",---,---,---,"*Saline, Cooper",,
Phelps ,"35,248","33,633","29,481","25,396","21,504","17,437","15,308","14,941","15,796","14,194","12,636","12,568","10,506","5,714",---,---,---,---,---,"*Crawford, Pulaski",,
Pike ,"15,969","17,568","16,928","16,706","16,844","18,327","18,001","20,345","22,556","25,744","26,321","26,715","23,076","18,417","13,609","10,646","6,129","3,747",---,*St. Charles,,
Platte ,"57,867","46,341","32,081","23,350","14,973","13,862","13,819","13,996","14,429","16,193","16,248","17,366","17,352","18,350","16,845","8,913",---,---,---,,,
Polk ,"21,826","18,822","15,415","13,753","16,062","17,400","17,803","20,351","21,561","23,255","20,339","15,734","12,445","9,995","6,186","8,449",---,---,---,"*Crawford, Wayne",,
Pulaski ,"41,307","42,011","53,781","46,567","10,392","10,775","10,755","10,490","11,438","10,394","9,387","7,250","4,714","3,835","3,998","6,529",---,---,---,"*Crawford, Wayne",,
Putnam ,"5,079","6,092","5,916","6,999","9,166","11,327","11,503","13,115","14,308","16,688","15,365","13,555","11,217","9,207","1,636",---,---,---,---,"*Macon, Linn",,
Ralls ,"8,476","8,911","7,764","8,078","8,686","10,040","10,704","10,412","12,913","12,287","12,294","11,838","10,510","8,592","6,151","5,670","4,375",---,---,*Pike,,
Randolph ,"24,370","25,460","22,434","22,014","22,918","24,458","26,431","27,633","26,182","24,442","24,893","22,751","15,908","11,407","9,439","7,198","2,942",---,---,"*Howard, Pike",,
Ray ,"21,971","21,378","17,599","16,075","15,932","18,584","19,846","20,508","21,451","24,805","24,215","20,190","18,700","14,092","10,373","6,553","2,657",---,---,*Howard,,
Reynolds ,"6,661","7,230","6,106","5,161","6,918","9,370","8,923","10,106","9,592","8,161","6,803","5,722","3,756","3,173","1,849",---,---,---,---,"*Washington; Madison, Wayne, Ripley",,
Ripley ,"12,303","12,458","9,803","9,096","11,414","12,606","11,176","12,061","13,099","13,186","8,512","5,377","3,175","3,747","2,830","2,856",---,---,---,*Wayne,,
St. Charles ,"212,907","144,107","92,954","52,970","29,834","25,562","24,354","22,828","24,695","24,474","22,977","23,065","21,304","16,523","11,454","7,911","4,320","3,970","3,505",,,
St. Clair ,"8,457","8,622","7,667","8,421","10,482","13,146","13,289","15,341","16,412","17,907","16,747","14,125","6,742","6,812","3,556",---,---,---,---,"*Rives (Henry), Polk",,
Ste. Genevieve ,"16,037","15,180","12,867","12,116","11,237","10,905","10,097","9,809","10,607","10,359","9,883","10,390","8,384","8,029","5,313","3,148","2,186","4,962","4,620",,,
St. Francois ,"48,904","42,600","36,818","36,516","35,276","35,950","35,832","31,403","35,738","24,051","17,347","13,822","9,742","7,249","4,964","3,211","2,366",---,---,See note 5,,
St. Louis ,"993,529","973,896","951,353","703,532","406,349","274,230","211,593","100,737","82,417","50,040","36,307","31,888","351,189","190,524","104,978","35,979","14,125","10,049","5,667",See note 6,,
Saline ,"23,523","24,919","24,633","25,148","26,694","29,416","30,598","28,826","29,448","33,703","33,762","29,911","21,672","14,699","8,843","5,258","2,873",---,---,*Cooper,,
Schuyler ,"4,236","4,979","4,665","5,052","5,760","6,627","6,951","8,383","9,062","10,840","11,249","10,470","8,820","6,697","3,287",---,---,---,---,*Macon,,
Scotland ,"4,822","5,415","5,499","6,484","7,332","8,557","8,853","10,700","11,869","13,232","12,674","12,508","10,670","8,873","3,782",---,---,---,---,"*Lewis, Clark, Macon",,
Scott ,"39,376","39,647","33,250","32,748","32,842","30,377","24,913","23,409","22,372","13,092","11,228","8,587","7,317","5,247","3,182","5,974","2,136",---,---,"*New Madrid, Cape Girardeau",,
Shannon ,"7,613","7,885","7,196","7,087","8,377","11,831","10,894","11,865","11,443","11,247","8,898","3,441","2,339","2,284","1,199",---,---,---,---,"*Ripley, Washington",,
Shelby ,"6,942","7,826","7,906","9,063","9,730","11,224","11,983","13,617","14,864","16,167","15,642","14,024","10,119","7,301","4,253","3,056",---,---,---,*Marion,,
Stoddard ,"28,895","29,009","25,771","29,490","33,463","33,009","27,452","29,755","27,807","24,669","17,327","13,431","8,535","7,877","4,277","3,153",---,---,---,"*Cape Girardeau, New Madrid;Wayne",,
Stone ,"19,078","15,587","9,921","8,176","9,748","11,298","11,614","11,941","11,559","9,892","7,090","4,404","3,253","2,400",---,---,---,---,---,*Taney,,
Sullivan ,"6,326","7,434","7,572","8,783","11,299","13,701","15,212","17,781","18,598","20,282","19,000","16,569","11,907","9,198","2,983",---,---,---,---,*Linn,,
Taney ,"25,561","20,467","13,023","10,238","9,863","10,323","8,867","8,178","9,134","10,127","7,973","5,599","4,407","3,576","4,373","3,264",---,---,---,*Wayne,,
Texas ,"21,476","21,070","18,320","17,758","18,992","19,813","18,580","20,548","21,458","22,192","19,406","12,206","9,618","6,067","2,312",---,---,---,---,"*Pulaski, Ripley, Washington",,
Vernon ,"19,041","19,806","19,065","20,540","22,685","25,586","25,031","26,069","28,827","31,619","31,505","19,369","11,247","4,850",---,---,---,---,---,*Bates,,
Warren ,"19,534","14,900","9,699","8,750","7,666","7,734","8,082","8,490","9,123","9,919","9,913","10,806","9,673","8,839","5,860","4,253",---,---,---,*Montgomery,,
Washington ,"20,380","17,983","15,086","14,346","14,689","17,492","14,450","13,803","13,378","14,263","13,153","12,896","11,719","9,723","8,811","7,213","6,784","2,769",---,See note 7,,
Wayne ,"11,543","11,277","8,546","8,638","10,514","12,794","12,243","13,012","15,181","15,309","11,927","9,096","6,068","5,629","4,518","3,403","3,264","1,443",---,"*Cape Girardeau, New Madrid",,
Webster ,"23,753","20,414","15,562","13,753","15,072","17,226","16,148","16,609","17,377","16,640","15,177","12,175","10,434","7,099",---,---,---,---,---,"*Greene, Wright, Dallas; Ozark",,
Worth ,"2,440","3,008","3,359","3,936","5,120","6,345","6,535","7,642","8,007","9,832","8,738","8,203","5,004",---,---,---,---,---,---,*Gentry,,
Wright ,"16,758","16,188","13,667","14,183","15,834","17,967","16,741","17,733","18,315","17,519","14,484","9,712","5,684","4,508","3,387",---,---,---,---,*Pulaski,,
St. Louis city,"396,685","453,085","622,236","750,026","856,796","816,048","821,960","772,897","687,029","575,238","451,770","350,518",---,---,---,---,---,---,---,See note 6,,
,,,,,,,,,,,,,,,,,,,,,,
MISSOURI NOTES  ,,,,,,,,,,,,,,,,,,,,,,
"Missouri was acquired as part of the Louisiana Purchase of 1803 and became part of Louisiana Territory, established in 1805 and comprising the whole of the Louisiana Purchase north of present-day Louisiana. This was renamed Missouri Territory in 1812.  The southern portion (present-day Arkansas and most of Oklahoma) became Arkansas Territory in 1819.  Missouri was admitted as a State on August 10, 1821; the northwestern corner (the Platte Purchase) was added in 1837, bringing the State to essentially its current boundaries.    ",,,,,,,,,,,,,,,,,,,,,,
"In 1810, census coverage of Louisiana Territory was limited to portions of present-day Missouri and Arkansas, mainly close to the Mississippi River. The 1810 census was reported by districts (renamed counties in 1812); Arkansas District was entirely within present-day Arkansas and is shown under that State; New Madrid District also was partly within present-day Arkansas.  In 1820, census coverage of Missouri Territory did not extend beyond present-day Missouri.  After statehood in 1821, Missouri Territory, distinct from the State, continued to exist until 1854, but was almost entirely Indian lands and had virtually no census coverage.  ",,,,,,,,,,,,,,,,,,,,,,
County Notes:  ,,,,,,,,,,,,,,,,,,,,,,
"Note 1: Areas reported in 1810 were districts, renamed counties in 1812. Total for 1810 is population of Louisiana Territory (20,845), excluding population (1,062) of Arkansas District, in present-day Arkansas; total includes New Madrid District, part of which was within present-day Arkansas.  Total for 1890 includes 1 Indian in prison, not reported by county.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 2: Cass: *Jackson, Lafayette, Crawford; 1840: Van Buren.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 3: Franklin: *Ste. Genevieve, St. Louis, Cape Girardeau.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 4: Iron: *Madison, Washington, St. Francois; Wayne.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 5: St. Francois: *Ste. Genevieve, Washington, Jefferson.  ",,,,,,,,,,,,,,,,,,,,,,
